feature_0,feature_1,feature_2,label
-2.3733211782063224,14.70368937211633,5.6554455488529225,0
2.1601103537456536,-3.8983857935725927,-7.180393701304371,1
-0.0019961288974634783,-3.892941830331216,-9.683561188462908,1
-3.4272581629402326,7.2473942351528775,5.396003122128412,0
-4.006508614451089,10.402728170215592,3.0827025951698923,0
-11.725492705822468,9.507594170685028,1.9462933185379294,2
-10.643999965770728,6.543555393878693,-0.6185197634001782,2
-11.189478481100403,7.410084762396818,5.447409387791651,2
1.4620322347276704,-7.2177630046355015,-4.371193192817733,1
-7.290963915713298,9.920477275211576,6.068247612045072,0
-0.01933732501472285,-2.700919963196039,-7.1490074229232174,1
1.2126099810111972,-3.883023761173642,-11.723515384467095,1
-3.8317213594137947,-5.525021967810477,-2.7772107455470127,1
-7.214916045792194,9.351531735155387,1.6184102757994543,2
4.876666652519247,-8.90776998899425,-5.958607520475439,1
5.801479045389405,-4.576507978875407,-8.236040396872935,1
-6.025210791006622,8.9279619879613,2.2323397710627852,0
-5.880259822353896,5.1764910956969805,1.947946099475716,2
-8.845203359221466,7.376173411409602,1.4514543966155702,2
1.0328387315053924,-2.506566684833384,-9.425733704096515,1
-9.529917429539626,8.45075135352999,0.8376380594653532,2
-0.5764896501089332,7.505977215144041,0.6728495472403786,0
-4.718642095213422,10.44920352620251,0.2559445414563841,0
-2.923505255919288,6.950324020654669,10.414185724743568,0
2.100091871326865,7.187432620124188,1.4400795030702764,0
-8.461148078447335,8.274290021502564,-0.2975030137649415,2
-9.36088050576441,8.657235607560022,1.2303874700250579,2
1.2907311841411442,-8.823474790763713,-5.058397600233657,1
0.6423890191162567,-3.89177924156768,-6.5896768830845724,1
-4.796595292509492,9.217478235115891,8.598541399688337,0
-3.261457671456148,8.325978069434747,6.518318803917966,0
1.1395363854060534,4.80100878129347,5.42583757136522,0
1.926774669525563,-4.1892614095512375,-7.877889223782821,1
3.6061524603915056,-11.543489943846577,-4.308473644636222,1
-7.6297280268109136,10.668586422070831,2.9441453830565023,2
-0.8951352351801183,-7.660681669888893,-6.478666219236843,1
-9.800316592068674,8.045103292744653,-0.20574213524057328,2
-0.4964070183604319,-4.546546070362185,-8.4558907914084,1
3.009789646702689,-5.0018000716366435,-5.319931055477257,1
-0.6729449608526361,6.62804297329477,2.7619302745682806,0
3.9878952553102973,-3.81999419471695,-6.538055019097714,1
-4.840676764455453,5.776929941998672,4.377082574362067,0
0.07020372190454305,-7.833437539130201,-8.330468722032887,1
-8.036136478674567,6.912120491442018,3.930635612198867,2
-0.4745378527437367,6.663251691778566,5.226508849115817,0
-8.583140466017552,4.539724834428721,6.447719273982358,2
1.2134153116584474,11.208849049398605,3.5557530192984834,0
-1.980210197101767,11.74190138360999,4.363045263526361,0
-1.4549853132721005,10.028330111049268,6.427396370730953,0
-4.48234344479755,10.873564337626389,4.109475281949035,0
3.415064849423412,-2.225112731977191,-9.571835016338772,1
-8.039246066842319,8.536026144306772,0.8527447777835104,2
-10.151799930728375,9.89822926332453,-0.6371738053909035,2
-7.7631635386977145,9.440889169923485,2.3885732372602835,2
-6.041758486407193,12.13102296952229,-0.7848153813740453,0
-6.434098467196108,9.199193538382241,3.346044708957541,0
3.9220865020416857,-9.346592305500133,-3.17505335923647,1
3.0470771844494307,-5.796155651816534,-12.290884262895545,1
3.208049363925033,-4.4760729777324135,-11.441919710527795,1
-4.0050163936196395,-7.066817036667494,-5.744651675301352,1
-0.5701400855527798,-10.918043319343084,-11.96893670032063,1
