feature_0,feature_1,feature_2,label
-10.858873778602602,9.09834573850002,4.70451709234641,2
-12.259000103450083,4.190283847240541,-4.783394117443686,2
1.5171171910596895,-8.09119910116118,-6.022442070961109,1
3.6063776170645765,-0.16079127690886974,-11.405190601457395,1
3.8821474354903716,-3.7369772994285375,-10.676231953187797,1
-1.650151149214707,8.072904500642657,2.8768519954036487,0
-2.386450607641512,-6.582081176016334,-10.693407318859586,1
-6.109301242262245,11.991104268482422,7.88837087188932,0
-11.827387183774041,6.771916040209273,0.16668020094866964,2
-7.283463229255485,5.430705798458578,1.4280226294994784,2
0.22694769463149767,-6.598250403630699,-5.767519932985472,1
-2.020671910561168,6.3577041846580675,7.112085679500646,0
-3.364969219613749,4.6871033687844035,8.250725816182628,0
-3.388837072434862,-5.547543939159269,-4.257684736798021,1
2.4747991938299494,-5.973200153585057,-3.4590547070942588,1
-7.742073332721666,7.520467235164537,4.65710251338031,2
-1.2164105324841135,-6.954987864953398,-8.29937405382266,1
-12.322905366168317,5.908201443979783,3.5741691230627355,2
3.0858858623242362,-7.754673327629122,-9.370234058280381,1
-0.6788886047200702,11.714458629003733,0.38739495638121735,0
-1.5659569594017273,13.142663594397046,1.3227994208883587,0
-7.389780299388587,1.0464354119950743,1.9269500212600534,2
-9.44310478033637,11.016627727271977,3.5603893646275857,0
0.7767515789004478,-4.485308056996246,-4.287491371426123,1
1.0575908356450778,-5.769926615607681,-6.852255685654053,1
2.9928616398790355,-5.748298600252559,-10.381158494102866,1
-8.340953515427737,8.947266327646801,1.1125017511400843,2
2.5743478072662493,-12.928990309680676,-0.0902431624937412,1
2.602761560499779,-9.171838920447675,-7.719437080575251,1
-3.6446715188315393,6.963426566871583,2.5969151697056128,0
-4.8796345635120115,4.529075814906278,7.00438179803925,2
-10.43402017087888,7.597041913048849,2.211698592860125,2
-10.738801379041227,8.041356300806168,5.860172034883047,2
-4.576700241815672,13.300438327418014,2.965030469220366,2
-5.085991380056559,8.88986985407561,5.577323682077374,0
-2.8304663251922646,11.487709723903649,3.3721091008965804,0
-0.73730879361508,-5.705697645280188,-5.094850843975715,1
1.9168811683640463,8.241554855206017,6.649411464668748,0
-0.9578270831484124,8.611942686040663,3.669217838786566,0
2.5961163632254753,-9.113360275870292,-8.916596576202044,1
1.5043343838035486,-9.236040669758934,-7.434761852764212,1
4.609248821373883,-8.195033075019992,-11.790840898864978,1
-1.8123900356260974,2.8836246249089887,2.3866442895664317,0
-5.566381464741017,10.355126209153484,2.353151508074908,0
1.602612489961306,-9.075834282521445,-10.411449001828455,1
-0.5590021737612929,9.202253847213786,7.7075039861534815,0
-15.440571954995274,6.514928246637194,2.2982743326334183,2
-11.771219154217944,3.061351411172163,2.2071322024404307,2
6.377392010921213,-7.586743556595754,-3.6566174347008857,1
-2.042772830082219,-4.93154210536725,-4.25483310300366,1
-5.159843885764001,6.4142651252474145,2.146477875614837,2
-2.012801715812021,5.428373710301207,6.092433860893065,0
-6.692959178028308,6.332956542109177,2.1584133877201253,0
-5.335267755854076,10.939229528025304,7.810852642237856,0
-9.669970708043941,10.057767017227306,1.7112319270981293,2
-8.290551256549985,7.516384880206519,6.077782988737748,2
-3.957855808227926,11.736811082660257,4.926212251766762,0
0.02713410866549415,7.913024731014509,8.594974293637552,0
4.09978885339636,-7.27148238060696,-10.31104609402446,1
-4.391689940290389,8.965890696309401,4.092465425795124,2
-1.9978241328258863,6.435345511022927,3.3166332423625517,0
-8.527936279207752,9.097983641957923,2.574321504584404,2
-10.95114928370251,4.574404680375547,1.7523136094545058,2
-0.6090033875269025,-9.025752042087985,-4.066140165675087,1
-4.722978557624872,8.122423563777836,6.0301833325630145,0
-2.6658400135588614,7.605163559632465,3.612550945480141,0
-2.3954630277969313,-7.199731456837799,-4.508993718622108,1
-1.7010832157803015,12.137290546917155,5.868390253776845,0
-6.683785748588951,4.200034907849883,-0.7476573702430933,2
